 31 4
  4
H              0.117143        0.000000        1.209405
H             -0.106647        0.000000        1.978243
  4
  s     0.0000     21.8763 kcal
O              0.056752        0.000000       -0.180684
H             -0.910206        0.000000       -0.256891
H              0.112235        0.000000        1.162535
H             -0.102721        0.000000        1.961948
  4
  s     0.1000     21.3356 kcal
O              0.056747        0.000000       -0.176838
H             -0.909289        0.000000       -0.258776
H              0.109020        0.000000        1.113355
H             -0.100343        0.000000        1.951962
  4
  s     0.2000     20.0062 kcal
O              0.056719        0.000000       -0.173414
H             -0.908208        0.000000       -0.260822
H              0.107818        0.000000        1.062554
H             -0.099778        0.000000        1.950477
  4
  s     0.3000     17.8543 kcal
O              0.056668        0.000000       -0.170333
H             -0.906988        0.000000       -0.263103
H              0.107934        0.000000        1.011562
H             -0.100305        0.000000        1.954844
  4
  s     0.4000     15.0172 kcal
O              0.056592        0.000000       -0.167511
H             -0.905655        0.000000       -0.265721
H              0.109017        0.000000        0.960894
H             -0.101510        0.000000        1.963352
  4
  s     0.5000     11.7865 kcal
O              0.056477        0.000000       -0.164942
H             -0.904168        0.000000       -0.268871
H              0.111110        0.000000        0.910899
H             -0.103271        0.000000        1.975719
  4
  s     0.6000      8.7690 kcal
O              0.056284        0.000000       -0.162722
H             -0.902392        0.000000       -0.273103
H              0.114804        0.000000        0.862429
H             -0.105676        0.000000        1.993195
  4
  s     0.7000      6.6569 kcal
O              0.055901        0.000000       -0.161387
H             -0.900098        0.000000       -0.279854
H              0.122253        0.000000        0.819936
H             -0.109339        0.000000        2.021246
  4
  s     0.8000      5.3960 kcal
O              0.055293        0.000000       -0.162285
H             -0.897846        0.000000       -0.289285
H              0.135155        0.000000        0.799211
H             -0.114855        0.000000        2.065660
  4
  s     0.9000      4.4181 kcal
O              0.054852        0.000000       -0.164503
H             -0.896621        0.000000       -0.296518
H              0.146793        0.000000        0.792410
H             -0.120715        0.000000        2.114889
  4
  s     1.0000      3.6057 kcal
O              0.054657        0.000000       -0.167096
H             -0.896020        0.000000       -0.300779
H              0.154976        0.000000        0.787551
H             -0.126407        0.000000        2.165169
  4
  s     1.1000      2.9239 kcal
O              0.054642        0.000000       -0.169885
H             -0.895777        0.000000       -0.303003
H              0.160387        0.000000        0.783309
H             -0.131823        0.000000        2.215892
  4
  s     1.2000      2.3498 kcal
O              0.054734        0.000000       -0.172776
H             -0.895717        0.000000       -0.304214
H              0.163960        0.000000        0.779498
H             -0.136913        0.000000        2.266792
  4
  s     1.3000      1.8664 kcal
O              0.054878        0.000000       -0.175706
H             -0.895714        0.000000       -0.305192
H              0.166413        0.000000        0.775989
H             -0.141654        0.000000        2.317783
  4
  s     1.4000      1.4603 kcal
O              0.055043        0.000000       -0.178639
H             -0.895693        0.000000       -0.306405
H              0.168146        0.000000        0.772697
H             -0.146025        0.000000        2.368843
  4
  s     1.5000      1.1202 kcal
O              0.055215        0.000000       -0.181557
H             -0.895616        0.000000       -0.308092
H              0.169308        0.000000        0.769574
H             -0.150000        0.000000        2.419961
