 31 6
  6
H              1.075362        0.000000        0.364108
H             -0.537681       -0.931291        0.364108
H             -0.537681        0.931291        0.364108
H              0.000000        0.000000       -1.600502
H              0.000000        0.000000       -2.357391
  6
 0   1.1000     7.3519 kcal
C              0.000000        0.000000        0.247434
H              1.076423        0.000000        0.359117
H             -0.538212       -0.932210        0.359117
H             -0.538211        0.932210        0.359117
H              0.000000        0.000000       -1.634399
H              0.000000        0.000000       -2.389107
  6
 0   1.2000     6.7635 kcal
C              0.000000        0.000000        0.254163
H              1.077355        0.000000        0.354354
H             -0.538678       -0.933016        0.354354
H             -0.538677        0.933017        0.354354
H              0.000000        0.000000       -1.668182
H              0.000000        0.000000       -2.421160
  6
 0   1.3000     6.2245 kcal
C              0.000000        0.000000        0.260848
H              1.078163        0.000000        0.349848
H             -0.539081       -0.933716        0.349848
H             -0.539081        0.933716        0.349848
H              0.000000        0.000000       -1.701905
H              0.000000        0.000000       -2.453508
  6
 0   1.4000     5.7337 kcal
C              0.000000        0.000000        0.267479
H              1.078853        0.000000        0.345636
H             -0.539427       -0.934314        0.345636
H             -0.539426        0.934314        0.345636
H              0.000000        0.000000       -1.735616
H              0.000000        0.000000       -2.486124
  6
 0   1.5000     5.2892 kcal
C              0.000000        0.000000        0.274049
H              1.079431        0.000000        0.341762
H             -0.539716       -0.934815        0.341762
H             -0.539715        0.934815        0.341762
H              0.000000        0.000000       -1.769355
H              0.000000        0.000000       -2.518990
